
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
rhabdmyosarcoma : without label [fr, en]
rhabdmyosarcoma : without definition [fr, en]
idiopathic_proctitis : without label [fr, en]
idiopathic_proctitis : without definition [fr, en]
DOID_13650 : without label [fr, en]
DOID_13650 : without definition [fr, en]
cutis_tricolor_syndrome : without label [fr, en]
cutis_tricolor_syndrome : without definition [fr, en]
solid_mass_in_carotid_sheath : without label [fr, en]
solid_mass_in_carotid_sheath : without definition [fr, en]
congenital_cataract : without label [fr, en]
congenital_cataract : without definition [fr, en]
meniscal_tear : without label [fr, en]
meniscal_tear : without definition [fr, en]
congenital_cataract_ichthyosis : without label [fr, en]
congenital_cataract_ichthyosis : without definition [fr, en]
osteopetrosis_late_onset_form_type_2 : without label [fr, en]
osteopetrosis_late_onset_form_type_2 : without definition [fr, en]
ectrodactyly : without label [fr, en]
ectrodactyly : without definition [fr, en]
osteopetrosis_late_onset_form_type_1 : without label [fr, en]
osteopetrosis_late_onset_form_type_1 : without definition [fr, en]
unfused_C1_posterior_arch : without label [fr, en]
unfused_C1_posterior_arch : without definition [fr, en]
deformity : without label [fr, en]
deformity : without definition [fr, en]
GRACILE_syndrome : without label [fr, en]
GRACILE_syndrome : without definition [fr, en]
molded_baby_syndrome : without label [fr, en]
molded_baby_syndrome : without definition [fr, en]
pulmonary_artery_compression : without label [fr, en]
pulmonary_artery_compression : without definition [fr, en]
brucellosis : without label [fr, en]
brucellosis : without definition [fr, en]
split_hand_foot_malformation_isolated_form_type_3 : without label [fr, en]
split_hand_foot_malformation_isolated_form_type_3 : without definition [fr, en]
split_hand_foot_malformation_isolated_form_type_4 : without label [fr, en]
split_hand_foot_malformation_isolated_form_type_4 : without definition [fr, en]
neurogenic_deafness : without label [fr, en]
neurogenic_deafness : without definition [fr, en]
odontogenic_tumor : without label [fr, en]
odontogenic_tumor : without definition [fr, en]
split_hand_foot_malformation_isolated_form_type_1 : without label [fr, en]
split_hand_foot_malformation_isolated_form_type_1 : without definition [fr, en]
split_hand_foot_malformation_isolated_form_type_2 : without label [fr, en]
split_hand_foot_malformation_isolated_form_type_2 : without definition [fr, en]
primary_leptomeningeal_glioblastomatosis : without label [fr, en]
primary_leptomeningeal_glioblastomatosis : without definition [fr, en]
microtia : without label [fr, en]
microtia : without definition [fr, en]
skull_base_tumor : without label [fr, en]
skull_base_tumor : without definition [fr, en]
lacrimal_duct_cyst : without label [fr, en]
lacrimal_duct_cyst : without definition [fr, en]
debilitation : without label [fr, en]
debilitation : without definition [fr, en]
immune_deficiency_syndromes : without label [fr, en]
immune_deficiency_syndromes : without definition [fr, en]
pleural_plaque : without label [fr, en]
pleural_plaque : without definition [fr, en]
lytic_patellar_lesion : without label [fr, en]
lytic_patellar_lesion : without definition [fr, en]
metacarpal_synostosis : without label [fr, en]
metacarpal_synostosis : without definition [fr, en]
postgastrectomy_alkaline_reflux_esophagitis : without label [fr, en]
postgastrectomy_alkaline_reflux_esophagitis : without definition [fr, en]
short_middle_phalanges : without label [fr, en]
short_middle_phalanges : without definition [fr, en]
psychosis : without label [fr, en]
psychosis : without definition [fr, en]
Parkinson_disease : without label [fr, en]
Parkinson_disease : without definition [fr, en]
retroplacental_hematoma : without label [fr, en]
retroplacental_hematoma : without definition [fr, en]
uterine_leiomyosarcoma : without label [fr, en]
uterine_leiomyosarcoma : without definition [fr, en]
Lennox_Gastaut_syndrome : without label [fr, en]
Lennox_Gastaut_syndrome : without definition [fr, en]
split_hand_foot_malformation_isolated_form_type_5 : without label [fr, en]
split_hand_foot_malformation_isolated_form_type_5 : without definition [fr, en]
low_alkaline_phosphatase : without label [fr, en]
low_alkaline_phosphatase : without definition [fr, en]
cholecystectomy : without label [fr, en]
cholecystectomy : without definition [fr, en]
congenital_narrow_spinal_canal : without label [fr, en]
congenital_narrow_spinal_canal : without definition [fr, en]
head_and_neck_cancer : without label [fr, en]
head_and_neck_cancer : without definition [fr, en]
intramural_diverticulosis_of_esophagus : without label [fr, en]
intramural_diverticulosis_of_esophagus : without definition [fr, en]
T2_dark_seminal_vesicle : without label [fr, en]
T2_dark_seminal_vesicle : without definition [fr, en]
necrotic_neoplasm : without label [fr, en]
necrotic_neoplasm : without definition [fr, en]
resuscitation : without label [fr, en]
resuscitation : without definition [fr, en]
DOID_12347 : without label [fr, en]
DOID_12347 : without definition [fr, en]
hyperechoic_liver : without label [fr, en]
hyperechoic_liver : without definition [fr, en]
metastasis_from_renal_cell_carcinoma : without label [fr, en]
metastasis_from_renal_cell_carcinoma : without definition [fr, en]
erythroderma : without label [fr, en]
erythroderma : without definition [fr, en]
intracerebral_arteriovenous_malformation : without label [fr, en]
intracerebral_arteriovenous_malformation : without definition [fr, en]
cataract_dysmorphism_neuropathy_syndrome : without label [fr, en]
cataract_dysmorphism_neuropathy_syndrome : without definition [fr, en]
_flared_iliac_wings : without label [fr, en]
_flared_iliac_wings : without definition [fr, en]
subglottic_tracheal_narrowing : without label [fr, en]
subglottic_tracheal_narrowing : without definition [fr, en]
HP_0002716 : without label [fr, en]
HP_0002716 : without definition [fr, en]
idiopathic_hypertrophic_pachymeningitis : without label [fr, en]
idiopathic_hypertrophic_pachymeningitis : without definition [fr, en]
pyometra : without label [fr, en]
pyometra : without definition [fr, en]
HP_0002721 : without label [fr, en]
HP_0002721 : without definition [fr, en]
decreased_cerebral_vascular_transit_time : without label [fr, en]
decreased_cerebral_vascular_transit_time : without definition [fr, en]
neurofibromatosis_type_1 : without label [fr, en]
neurofibromatosis_type_1 : without definition [fr, en]
neurofibromatosis_type_2 : without label [fr, en]
neurofibromatosis_type_2 : without definition [fr, en]
hemimegalencephaly : without label [fr, en]
hemimegalencephaly : without definition [fr, en]
thrombocytopenia_absent_corpus_callosum_syndrome : without label [fr, en]
thrombocytopenia_absent_corpus_callosum_syndrome : without definition [fr, en]
cortical_blindness_intellectual_deficit_polydactyly : without label [fr, en]
cortical_blindness_intellectual_deficit_polydactyly : without definition [fr, en]
ankle_foot_coalition : without label [fr, en]
ankle_foot_coalition : without definition [fr, en]
large_bladder : without label [fr, en]
large_bladder : without definition [fr, en]
cone_shaped_epiphysis : without label [fr, en]
cone_shaped_epiphysis : without definition [fr, en]
split_cortex : without label [fr, en]
split_cortex : without definition [fr, en]
phrenic_nerve_schwannoma : without label [fr, en]
phrenic_nerve_schwannoma : without definition [fr, en]
gastric_ulceration : without label [fr, en]
gastric_ulceration : without definition [fr, en]
osteomalacia : without label [fr, en]
osteomalacia : without definition [fr, en]
Tay_Sachs_disease : without label [fr, en]
Tay_Sachs_disease : without definition [fr, en]
choledochal_cyst_type_I : without label [fr, en]
choledochal_cyst_type_I : without definition [fr, en]
scurvy : without label [fr, en]
scurvy : without definition [fr, en]
treated_hyperparathyroidism : without label [fr, en]
treated_hyperparathyroidism : without definition [fr, en]
bismuth_poisoning : without label [fr, en]
bismuth_poisoning : without definition [fr, en]
hyperaeration_with_acidosis_and_dehydration : without label [fr, en]
hyperaeration_with_acidosis_and_dehydration : without definition [fr, en]
circumflex_right_aortic_arch_with_left_descending_aorta : without label [fr, en]
circumflex_right_aortic_arch_with_left_descending_aorta : without definition [fr, en]
muscular_dystrophy_white_matter_spongiosis : without label [fr, en]
muscular_dystrophy_white_matter_spongiosis : without definition [fr, en]
HP_0001402 : without label [fr, en]
HP_0001402 : without definition [fr, en]
X_linked_immune_dysregulation_polyendocrinopathy_enteropathy : without label [fr, en]
X_linked_immune_dysregulation_polyendocrinopathy_enteropathy : without definition [fr, en]
papillary_cystadenoma : without label [fr, en]
papillary_cystadenoma : without definition [fr, en]
hyperostosis_cranialis_interna : without label [fr, en]
hyperostosis_cranialis_interna : without definition [fr, en]
_syndrome : without label [fr, en]
_syndrome : without definition [fr, en]
pulmonary_arterial_hypertension : without label [fr, en]
pulmonary_arterial_hypertension : without definition [fr, en]
acromesomelic_dysplasia_genital_anomaly : without label [fr, en]
acromesomelic_dysplasia_genital_anomaly : without definition [fr, en]
severe_constitutional_disease : without label [fr, en]
severe_constitutional_disease : without definition [fr, en]
ventricular_diverticulum : without label [fr, en]
ventricular_diverticulum : without definition [fr, en]
pure_akinesia_with_gait_freezing : without label [fr, en]
pure_akinesia_with_gait_freezing : without definition [fr, en]
corrected_transposition_with_medially_positioned_pulmonary_artery : without label [fr, en]
corrected_transposition_with_medially_positioned_pulmonary_artery : without definition [fr, en]
intraluminal_ureteral_filling_defect : without label [fr, en]
intraluminal_ureteral_filling_defect : without definition [fr, en]
chronic_severe_alcoholism : without label [fr, en]
chronic_severe_alcoholism : without definition [fr, en]
craniosynostosis_syndrome : without label [fr, en]
craniosynostosis_syndrome : without definition [fr, en]
cerebral_gliomas : without label [fr, en]
cerebral_gliomas : without definition [fr, en]
surgical_repair_of_tracheoesophageal_fistula : without label [fr, en]
surgical_repair_of_tracheoesophageal_fistula : without definition [fr, en]
posterior_urethral_valve : without label [fr, en]
posterior_urethral_valve : without definition [fr, en]
large_sella_turcica : without label [fr, en]
large_sella_turcica : without definition [fr, en]
progressive_supranuclear_palsy_parkinsonism : without label [fr, en]
progressive_supranuclear_palsy_parkinsonism : without definition [fr, en]
lymphedema_atrial_septal_defects_facial_changes : without label [fr, en]
lymphedema_atrial_septal_defects_facial_changes : without definition [fr, en]
congenital_renal_vein_thrombosis : without label [fr, en]
congenital_renal_vein_thrombosis : without definition [fr, en]
placental_chorioangioma : without label [fr, en]
placental_chorioangioma : without definition [fr, en]
Taussig_Bing_anomaly : without label [fr, en]
Taussig_Bing_anomaly : without definition [fr, en]
cleft_lip_and_palate : without label [fr, en]
cleft_lip_and_palate : without definition [fr, en]
DOID_11044 : without label [fr, en]
DOID_11044 : without definition [fr, en]
DOID_12375 : without label [fr, en]
DOID_12375 : without definition [fr, en]
staphylococcal_abscesses : without label [fr, en]
staphylococcal_abscesses : without definition [fr, en]
habitual_hip_dislocation : without label [fr, en]
habitual_hip_dislocation : without definition [fr, en]
spondyloepimetaphyseal_dysplasia_cone_shaped_epiphysis_type : without label [fr, en]
spondyloepimetaphyseal_dysplasia_cone_shaped_epiphysis_type : without definition [fr, en]
distichiasis_lymphedema_syndrome : without label [fr, en]
distichiasis_lymphedema_syndrome : without definition [fr, en]
inspissated_mucus : without label [fr, en]
inspissated_mucus : without definition [fr, en]
congenital_block_vertebrae : without label [fr, en]
congenital_block_vertebrae : without definition [fr, en]
descending_aorta_aneurysm : without label [fr, en]
descending_aorta_aneurysm : without definition [fr, en]
Legionella : without label [fr, en]
Legionella : without definition [fr, en]
exchondrosis_of_pinna : without label [fr, en]
exchondrosis_of_pinna : without definition [fr, en]
fetal_heart_failure : without label [fr, en]
fetal_heart_failure : without definition [fr, en]
HP_0012151 : without label [fr, en]
HP_0012151 : without definition [fr, en]
synovial_lesion : without label [fr, en]
synovial_lesion : without definition [fr, en]
DOID_12385 : without label [fr, en]
DOID_12385 : without definition [fr, en]
psoas_muscle_hypertrophy : without label [fr, en]
psoas_muscle_hypertrophy : without definition [fr, en]
colonic_varix : without label [fr, en]
colonic_varix : without definition [fr, en]
HP_0000175 : without label [fr, en]
HP_0000175 : without definition [fr, en]
papillomatosis : without label [fr, en]
papillomatosis : without definition [fr, en]
primary_meningeal_tumor : without label [fr, en]
primary_meningeal_tumor : without definition [fr, en]
Mönckeberg_sclerosis_of_coronary_artery : without label [fr, en]
Mönckeberg_sclerosis_of_coronary_artery : without definition [fr, en]
HP_0000171 : without label [fr, en]
HP_0000171 : without definition [fr, en]
absence_of_fingerprints_congenital_milia : without label [fr, en]
absence_of_fingerprints_congenital_milia : without definition [fr, en]
craniosynostosis_ulnar_aplasia : without label [fr, en]
craniosynostosis_ulnar_aplasia : without definition [fr, en]
craniofacial_dyssynostosis : without label [fr, en]
craniofacial_dyssynostosis : without definition [fr, en]
typhlitis : without label [fr, en]
typhlitis : without definition [fr, en]
TURP : without label [fr, en]
TURP : without definition [fr, en]
disuse_atrophy : without label [fr, en]
disuse_atrophy : without definition [fr, en]
obstructed_external_hernia : without label [fr, en]
obstructed_external_hernia : without definition [fr, en]
abnormal_septum_pellucidum : without label [fr, en]
abnormal_septum_pellucidum : without definition [fr, en]
mild_or_intermittent_cyanosis_in_first_week : without label [fr, en]
mild_or_intermittent_cyanosis_in_first_week : without definition [fr, en]
HP_0012168 : without label [fr, en]
HP_0012168 : without definition [fr, en]
cerebral_arteritis : without label [fr, en]
cerebral_arteritis : without definition [fr, en]
pyrexia : without label [fr, en]
pyrexia : without definition [fr, en]
postoperative_edema : without label [fr, en]
postoperative_edema : without definition [fr, en]
vaginovesical_fistula : without label [fr, en]
vaginovesical_fistula : without definition [fr, en]
idiopathic_talipes_equinovarus : without label [fr, en]
idiopathic_talipes_equinovarus : without definition [fr, en]
HP_0012163 : without label [fr, en]
HP_0012163 : without definition [fr, en]
Waldenström_macroglobulinemia : without label [fr, en]
Waldenström_macroglobulinemia : without definition [fr, en]
lethal_osteosclerotic_skeletal_dysplasia_Raine_type : without label [fr, en]
lethal_osteosclerotic_skeletal_dysplasia_Raine_type : without definition [fr, en]
cleidocranial_dysplasia : without label [fr, en]
cleidocranial_dysplasia : without definition [fr, en]
carbohydrate_deficient_glycoprotein_syndrome : without label [fr, en]
carbohydrate_deficient_glycoprotein_syndrome : without definition [fr, en]
Klippel_Feil_syndrome : without label [fr, en]
Klippel_Feil_syndrome : without definition [fr, en]
sphenoid_sinus_neoplasm : without label [fr, en]
sphenoid_sinus_neoplasm : without definition [fr, en]
Silver_Russell_syndrome : without label [fr, en]
Silver_Russell_syndrome : without definition [fr, en]
pituitary_stone : without label [fr, en]
pituitary_stone : without definition [fr, en]
thoracoabdominal_liposarcoma : without label [fr, en]
thoracoabdominal_liposarcoma : without definition [fr, en]
idiopathic_pneumopericardium : without label [fr, en]
idiopathic_pneumopericardium : without definition [fr, en]
cranial_dysplasia : without label [fr, en]
cranial_dysplasia : without definition [fr, en]
choanal_atresia_deafness_cardiac_defects_dysmorphism : without label [fr, en]
choanal_atresia_deafness_cardiac_defects_dysmorphism : without definition [fr, en]
familial_total_anomalous_pulmonary_venous_connection : without label [fr, en]
familial_total_anomalous_pulmonary_venous_connection : without definition [fr, en]
DOID_11074 : without label [fr, en]
DOID_11074 : without definition [fr, en]
intrathecal_methotrexate_sodium_treatment : without label [fr, en]
intrathecal_methotrexate_sodium_treatment : without definition [fr, en]
HP_0000193 : without label [fr, en]
HP_0000193 : without definition [fr, en]
esophageal_surgery : without label [fr, en]
esophageal_surgery : without definition [fr, en]
congenital_acro_osteolysis : without label [fr, en]
congenital_acro_osteolysis : without definition [fr, en]
cryptomicrotia_brachydactyly_syndrome : without label [fr, en]
cryptomicrotia_brachydactyly_syndrome : without definition [fr, en]
panostotic_fibrous_dysplasia : without label [fr, en]
panostotic_fibrous_dysplasia : without definition [fr, en]
familial_bifid_nose : without label [fr, en]
familial_bifid_nose : without definition [fr, en]
DOID_9498 : without label [fr, en]
DOID_9498 : without definition [fr, en]
pulmonary_emphysema : without label [fr, en]
pulmonary_emphysema : without definition [fr, en]
HP_0025421 : without label [fr, en]
HP_0025421 : without definition [fr, en]
tumor_crossing_an_intervertebral_disk : without label [fr, en]
tumor_crossing_an_intervertebral_disk : without definition [fr, en]
leukoencephalopathy_ataxia_hypodontia_hypomyelination : without label [fr, en]
leukoencephalopathy_ataxia_hypodontia_hypomyelination : without definition [fr, en]
HP_0000126 : without label [fr, en]
HP_0000126 : without definition [fr, en]
nemaline_myopathy : without label [fr, en]
nemaline_myopathy : without definition [fr, en]
trauma_to_lunate : without label [fr, en]
trauma_to_lunate : without definition [fr, en]
HP_0002781 : without label [fr, en]
HP_0002781 : without definition [fr, en]
IMAGe_association : without label [fr, en]
IMAGe_association : without definition [fr, en]
foregut_cyst : without label [fr, en]
foregut_cyst : without definition [fr, en]
RAPADILINO_syndrome : without label [fr, en]
RAPADILINO_syndrome : without definition [fr, en]
air_bronchiologram : without label [fr, en]
air_bronchiologram : without definition [fr, en]
carpal_tarsal_coalition : without label [fr, en]
carpal_tarsal_coalition : without definition [fr, en]
Chrysosporium_parvum : without label [fr, en]
Chrysosporium_parvum : without definition [fr, en]
ECHO_virus : without label [fr, en]
ECHO_virus : without definition [fr, en]
polydactyly_absent_corpus_callosum_blepharophimosis : without label [fr, en]
polydactyly_absent_corpus_callosum_blepharophimosis : without definition [fr, en]
Mandl_disease : without label [fr, en]
Mandl_disease : without definition [fr, en]
basilar_tip_aneurysm : without label [fr, en]
basilar_tip_aneurysm : without definition [fr, en]
splenic_sequestration_crisis : without label [fr, en]
splenic_sequestration_crisis : without definition [fr, en]
craniosynostosis_ectopia_lentis : without label [fr, en]
craniosynostosis_ectopia_lentis : without definition [fr, en]
HP_0012115 : without label [fr, en]
HP_0012115 : without definition [fr, en]
adrenal_enzyme_deficiency : without label [fr, en]
adrenal_enzyme_deficiency : without definition [fr, en]
severe_intellectual_deficit_epilepsy_anal_anomalies_distal_phalangeal_hypoplasia : without label [fr, en]
severe_intellectual_deficit_epilepsy_anal_anomalies_distal_phalangeal_hypoplasia : without definition [fr, en]
_methylglutaconic_aciduria : without label [fr, en]
_methylglutaconic_aciduria : without definition [fr, en]
HP_0002789 : without label [fr, en]
HP_0002789 : without definition [fr, en]
ischemic_necrosis : without label [fr, en]
ischemic_necrosis : without definition [fr, en]
infantile_familial_encephalopathy_with_cerebral_calcification_and_leukodystrophy : without label [fr, en]
infantile_familial_encephalopathy_with_cerebral_calcification_and_leukodystrophy : without definition [fr, en]
pyruvate_carboxylase_deficiency : without label [fr, en]
pyruvate_carboxylase_deficiency : without definition [fr, en]
HP_0002797 : without label [fr, en]
HP_0002797 : without definition [fr, en]
acute_renal_artery_occlusion : without label [fr, en]
acute_renal_artery_occlusion : without definition [fr, en]
HP_0000131 : without label [fr, en]
HP_0000131 : without definition [fr, en]
chronic_alcoholism : without label [fr, en]
chronic_alcoholism : without definition [fr, en]
humero_radial_ulnar_ankylosis : without label [fr, en]
humero_radial_ulnar_ankylosis : without definition [fr, en]
dyskeratosis_congenita : without label [fr, en]
dyskeratosis_congenita : without definition [fr, en]
Ménétrier_disease : without label [fr, en]
Ménétrier_disease : without definition [fr, en]
malposition : without label [fr, en]
malposition : without definition [fr, en]
choledochoenteric_fistula : without label [fr, en]
choledochoenteric_fistula : without definition [fr, en]
superimposed_accessory_spleen : without label [fr, en]
superimposed_accessory_spleen : without definition [fr, en]
meningeal_metastasis : without label [fr, en]
meningeal_metastasis : without definition [fr, en]
chronic_colitis : without label [fr, en]
chronic_colitis : without definition [fr, en]
calcium_pyrophosphate_dihydrate_crystal_deposition_disease : without label [fr, en]
calcium_pyrophosphate_dihydrate_crystal_deposition_disease : without definition [fr, en]
nodular_regenerative_hyperplasia : without label [fr, en]
nodular_regenerative_hyperplasia : without definition [fr, en]
cerebrofaciothoracic_dysplasia : without label [fr, en]
cerebrofaciothoracic_dysplasia : without definition [fr, en]
parotid_lymphoepithelial_cyst : without label [fr, en]
parotid_lymphoepithelial_cyst : without definition [fr, en]
vascular_impression : without label [fr, en]
vascular_impression : without definition [fr, en]
Muirhead_syndrome : without label [fr, en]
Muirhead_syndrome : without definition [fr, en]
cutis_tricolor : without label [fr, en]
cutis_tricolor : without definition [fr, en]
HP_0000148 : without label [fr, en]
HP_0000148 : without definition [fr, en]
displacement_of_the_thoracic_paraspinal_line : without label [fr, en]
displacement_of_the_thoracic_paraspinal_line : without definition [fr, en]
glomerulonephritis_sparse_hair_telangiectasis : without label [fr, en]
glomerulonephritis_sparse_hair_telangiectasis : without definition [fr, en]
brachyolmia_autosomal_dominant_type : without label [fr, en]
brachyolmia_autosomal_dominant_type : without definition [fr, en]
rotator_cuff_tear_with_atrophy_and_upward_subluxation : without label [fr, en]
rotator_cuff_tear_with_atrophy_and_upward_subluxation : without definition [fr, en]
DOID_9471 : without label [fr, en]
DOID_9471 : without definition [fr, en]
cystic_renal_mass : without label [fr, en]
cystic_renal_mass : without definition [fr, en]
Page_kidney : without label [fr, en]
Page_kidney : without definition [fr, en]
visual_failure : without label [fr, en]
visual_failure : without definition [fr, en]
bleomycin : without label [fr, en]
bleomycin : without definition [fr, en]
islet_cell_dysplasia : without label [fr, en]
islet_cell_dysplasia : without definition [fr, en]
DOID_9487 : without label [fr, en]
DOID_9487 : without definition [fr, en]
hemorrhagic_ovarian_cyst : without label [fr, en]
hemorrhagic_ovarian_cyst : without definition [fr, en]
intercostal_neurilemoma : without label [fr, en]
intercostal_neurilemoma : without definition [fr, en]
spontaneous_renal_hemorrhage : without label [fr, en]
spontaneous_renal_hemorrhage : without definition [fr, en]
balloon_valvoplasty : without label [fr, en]
balloon_valvoplasty : without definition [fr, en]
fusion_of_C1_to_base_of_skull : without label [fr, en]
fusion_of_C1_to_base_of_skull : without definition [fr, en]
maternal_adrenocortical_adenoma : without label [fr, en]
maternal_adrenocortical_adenoma : without definition [fr, en]
hereditary_mucoepithelial_dysplasia : without label [fr, en]
hereditary_mucoepithelial_dysplasia : without definition [fr, en]
monodactyly : without label [fr, en]
monodactyly : without definition [fr, en]
spondyloepiphyseal_dysplasia_with_macroepiphyses : without label [fr, en]
spondyloepiphyseal_dysplasia_with_macroepiphyses : without definition [fr, en]
HP_0000158 : without label [fr, en]
HP_0000158 : without definition [fr, en]
absent_radial_ray : without label [fr, en]
absent_radial_ray : without definition [fr, en]
absent_digit : without label [fr, en]
absent_digit : without definition [fr, en]
adenosquamous_carcinoma : without label [fr, en]
adenosquamous_carcinoma : without definition [fr, en]
primary_hypertrophic_osteoathropathy : without label [fr, en]
primary_hypertrophic_osteoathropathy : without definition [fr, en]
Mulvihill_Smith_syndrome : without label [fr, en]
Mulvihill_Smith_syndrome : without definition [fr, en]
trichodysplasia_xeroderma : without label [fr, en]
trichodysplasia_xeroderma : without definition [fr, en]
xanthogranuloma : without label [fr, en]
xanthogranuloma : without definition [fr, en]
minimal_vertebral_ossification : without label [fr, en]
minimal_vertebral_ossification : without definition [fr, en]
cecal_adhesion : without label [fr, en]
cecal_adhesion : without definition [fr, en]
genu_varum : without label [fr, en]
genu_varum : without definition [fr, en]
hemihypertrophy_of_cranium : without label [fr, en]
hemihypertrophy_of_cranium : without definition [fr, en]
multiple_renal_cysts : without label [fr, en]
multiple_renal_cysts : without definition [fr, en]
metastatic_breast_carcinoma : without label [fr, en]
metastatic_breast_carcinoma : without definition [fr, en]
pyomucocele : without label [fr, en]
pyomucocele : without definition [fr, en]
branchiootorenal_dysplasia : without label [fr, en]
branchiootorenal_dysplasia : without definition [fr, en]
fecal_mass : without label [fr, en]
fecal_mass : without definition [fr, en]
familial_multiple_nonossifying_lipoma : without label [fr, en]
familial_multiple_nonossifying_lipoma : without definition [fr, en]
chronic_illness : without label [fr, en]
chronic_illness : without definition [fr, en]
dense_facial_bones : without label [fr, en]
dense_facial_bones : without definition [fr, en]
mobile_cecum : without label [fr, en]
mobile_cecum : without definition [fr, en]
primary_muscular_disorder : without label [fr, en]
primary_muscular_disorder : without definition [fr, en]
hypoglossal_nerve_atrophy : without label [fr, en]
hypoglossal_nerve_atrophy : without definition [fr, en]
tin_pneumoconiosis : without label [fr, en]
tin_pneumoconiosis : without definition [fr, en]
neuroma : without label [fr, en]
neuroma : without definition [fr, en]
embryonal_rhabdomyosarcoma_metastasis : without label [fr, en]
embryonal_rhabdomyosarcoma_metastasis : without definition [fr, en]
gallstone : without label [fr, en]
gallstone : without definition [fr, en]
paint_inhalation : without label [fr, en]
paint_inhalation : without definition [fr, en]
gliosis : without label [fr, en]
gliosis : without definition [fr, en]
acyanotic_congenital_heart_disease_with_increased_pulmonary_vascularity : without label [fr, en]
acyanotic_congenital_heart_disease_with_increased_pulmonary_vascularity : without definition [fr, en]
juvenile_polyposis_with_pulmonary_arteriovenous_malformation : without label [fr, en]
juvenile_polyposis_with_pulmonary_arteriovenous_malformation : without definition [fr, en]
juvenile_cataract_microcornea_renal_glucosuria : without label [fr, en]
juvenile_cataract_microcornea_renal_glucosuria : without definition [fr, en]
papular_acrodermatitis_of_childhood : without label [fr, en]
papular_acrodermatitis_of_childhood : without definition [fr, en]
leukonychia_totalis : without label [fr, en]
leukonychia_totalis : without definition [fr, en]
anetodermia : without label [fr, en]
anetodermia : without definition [fr, en]
coronary_artery_fistula : without label [fr, en]
coronary_artery_fistula : without definition [fr, en]
familial_skull_doughnut_lesion : without label [fr, en]
familial_skull_doughnut_lesion : without definition [fr, en]
splenic_cyst : without label [fr, en]
splenic_cyst : without definition [fr, en]
minor_salivary_gland_carcinoma : without label [fr, en]
minor_salivary_gland_carcinoma : without definition [fr, en]
self_mutilation : without label [fr, en]
self_mutilation : without definition [fr, en]
bladder_rhabdomyosarcoma : without label [fr, en]
bladder_rhabdomyosarcoma : without definition [fr, en]
multiple_solid_liver_lesions : without label [fr, en]
multiple_solid_liver_lesions : without definition [fr, en]
cystitis_cystica : without label [fr, en]
cystitis_cystica : without definition [fr, en]
periapical_granuloma : without label [fr, en]
periapical_granuloma : without definition [fr, en]
hemangioma_with_right_sided_aortic_arch_coarctation : without label [fr, en]
hemangioma_with_right_sided_aortic_arch_coarctation : without definition [fr, en]
localized_bony_defect_about_the_optic_canal : without label [fr, en]
localized_bony_defect_about_the_optic_canal : without definition [fr, en]
exostoses : without label [fr, en]
exostoses : without definition [fr, en]
pulmonary_valve_agenesis : without label [fr, en]
pulmonary_valve_agenesis : without definition [fr, en]
benign_infantile_myxofibromatosis : without label [fr, en]
benign_infantile_myxofibromatosis : without definition [fr, en]
subcortical_white_matter_leukodystrophy : without label [fr, en]
subcortical_white_matter_leukodystrophy : without definition [fr, en]
pyogenic_abscesses : without label [fr, en]
pyogenic_abscesses : without definition [fr, en]
esophageal_leiomyomatosis : without label [fr, en]
esophageal_leiomyomatosis : without definition [fr, en]
ovarian_cyst_or_cystic_neoplasm : without label [fr, en]
ovarian_cyst_or_cystic_neoplasm : without definition [fr, en]
male_hypergonadotropic_hypogonadism : without label [fr, en]
male_hypergonadotropic_hypogonadism : without definition [fr, en]
sugar_cane_dust : without label [fr, en]
sugar_cane_dust : without definition [fr, en]
localized_retropharyngeal_abscess : without label [fr, en]
localized_retropharyngeal_abscess : without definition [fr, en]
scoliosis : without label [fr, en]
scoliosis : without definition [fr, en]
multiple_epiphyseal_dysplasia_other_types : without label [fr, en]
multiple_epiphyseal_dysplasia_other_types : without definition [fr, en]
Stormorken_syndrome : without label [fr, en]
Stormorken_syndrome : without definition [fr, en]
pinealoma : without label [fr, en]
pinealoma : without definition [fr, en]
cyanotic_congenital_heart_disease_with_increased_pulmonary_vascularity : without label [fr, en]
cyanotic_congenital_heart_disease_with_increased_pulmonary_vascularity : without definition [fr, en]
hemimegalencephaly_and_neonatal_high_output_cardiac_failure : without label [fr, en]
hemimegalencephaly_and_neonatal_high_output_cardiac_failure : without definition [fr, en]
valproic_acid_embryopathy : without label [fr, en]
valproic_acid_embryopathy : without definition [fr, en]
functional_pharyngeal_disorder : without label [fr, en]
functional_pharyngeal_disorder : without definition [fr, en]
mitral_valve_insufficiency_deafness_skeletal_malformation_syndrome : without label [fr, en]
mitral_valve_insufficiency_deafness_skeletal_malformation_syndrome : without definition [fr, en]
parietal_thinning : without label [fr, en]
parietal_thinning : without definition [fr, en]
short_and_broad_distal_phalanges_of_hand : without label [fr, en]
short_and_broad_distal_phalanges_of_hand : without definition [fr, en]
oral_leukoplakia_associated_with_tylosis_and_esophageal_carcinoma : without label [fr, en]
